product_id,product_description,main_category,sub_category,estimated_revenue,total_sales,cumulative_revenue,cumulative_revenue_pct,revenue_rank,abc_tier
P014204,Ambrane Everyday Smartphones 340,mobiles,smartphones,20621876.0,3922,141620255736.0,69.55,2277,A - Top Revenue Drivers
P001410,Samsung Classic Refrigerators 641Max,appliances,refrigerators,20620130.0,7790,141640875866.0,69.56,2278,A - Top Revenue Drivers
P010194,Titan Compact Smart Watches 950Max,watches,smart watches,20582006.0,1522,141661457872.0,69.57,2279,A - Top Revenue Drivers
P012473,Bose Everyday Headphones 449Pro,electronics,headphones,20575752.0,2804,141682033624.0,69.58,2280,A - Top Revenue Drivers
P013153,Zebronics Advanced Headphones 191X,electronics,headphones,20571695.0,2111,141702605319.0,69.59,2281,A - Top Revenue Drivers
P017582,Samsung Heavy-Duty Washing Machines 110X,appliances,washing machines,20568504.0,561,141723173823.0,69.6,2282,A - Top Revenue Drivers
P007118,Portronics Wireless Smartphones 604S,mobiles,smartphones,20557984.0,928,141743731807.0,69.61,2283,A - Top Revenue Drivers
P018769,Bosch Compact Refrigerators 752S,appliances,refrigerators,20555514.0,2829,141764287321.0,69.62,2284,A - Top Revenue Drivers
P006383,Bosch Lightweight Refrigerators 294Max,appliances,refrigerators,20554500.0,852,141784841821.0,69.63,2285,A - Top Revenue Drivers
P017507,Samsung Premium Mobile Accessories 696,mobiles,mobile accessories,20541290.0,2849,141805383111.0,69.64,2286,A - Top Revenue Drivers
P005195,Ambrane Portable Power Banks 518Pro,mobiles,power banks,20525689.0,9641,141825908800.0,69.65,2287,A - Top Revenue Drivers
P017343,Samsung Eco-Friendly Power Banks 555X,mobiles,power banks,20513070.0,7190,141846421870.0,69.66,2288,A - Top Revenue Drivers
P015904,Ambrane Classic Power Banks 723S,mobiles,power banks,20504216.0,2614,141866926086.0,69.67,2289,A - Top Revenue Drivers
P011924,Cello Compact Furniture 625X,home & kitchen,furniture,20499192.0,1828,141887425278.0,69.68,2290,A - Top Revenue Drivers
P017952,Lenovo Everyday Keyboards & Mice 847S,computers,keyboards & mice,20483976.0,1102,141907909254.0,69.69,2291,A - Top Revenue Drivers
P019203,HP Heavy-Duty Monitors 882X,computers,monitors,20455760.0,3026,141928365014.0,69.7,2292,A - Top Revenue Drivers
P014856,JBL Ultra Cameras 971Pro,electronics,cameras,20434414.0,2002,141948799428.0,69.71,2293,A - Top Revenue Drivers
P005457,OnePlus Smart Smartphones 924Max,mobiles,smartphones,20421280.0,4510,141969220708.0,69.72,2294,A - Top Revenue Drivers
P007061,Whirlpool Pro Air Conditioners 936X,appliances,air conditioners,20417100.0,4035,141989637808.0,69.73,2295,A - Top Revenue Drivers
P006909,Voltas Everyday Microwaves 795S,appliances,microwaves,20414316.0,1223,142010052124.0,69.74,2296,A - Top Revenue Drivers
P018368,Carrier Compact Microwaves 547Pro,appliances,microwaves,20394917.0,697,142030447041.0,69.75,2297,A - Top Revenue Drivers
P009673,HP Premium Laptops 438Max,computers,laptops,20385404.0,1222,142050832445.0,69.76,2298,A - Top Revenue Drivers
P011674,Apple Eco-Friendly Smartphones 938X,mobiles,smartphones,20385106.0,1141,142071217551.0,69.77,2299,A - Top Revenue Drivers
P014236,Cello Deluxe Home Decor 336X,home & kitchen,home decor,20367900.0,1708,142091585451.0,69.78,2300,A - Top Revenue Drivers
P014531,Bosch Pro Microwaves 267S,appliances,microwaves,20351980.0,2342,142111937431.0,69.79,2301,A - Top Revenue Drivers
P019383,Ptron Lightweight Headphones 290S,electronics,headphones,20347200.0,900,142132284631.0,69.8,2302,A - Top Revenue Drivers
P017464,Roadster Premium Watches 842Max,fashion,watches,20340740.0,3220,142152625371.0,69.81,2303,A - Top Revenue Drivers
P015395,boAt Pro Televisions 131X,electronics,televisions,20328760.0,2395,142172954131.0,69.82,2304,A - Top Revenue Drivers
P001385,Zebronics Everyday Speakers 949S,electronics,speakers,20315910.0,995,142193270041.0,69.83,2305,A - Top Revenue Drivers
P019450,Fastrack Essential Watch Accessories 543S,watches,watch accessories,20312756.0,1411,142213582797.0,69.84,2306,A - Top Revenue Drivers
P016937,Zebronics Wireless Cameras 619,electronics,cameras,20308008.0,4578,142233890805.0,69.85,2307,A - Top Revenue Drivers
P008089,Samsung Everyday Mobile Accessories 615,mobiles,mobile accessories,20299547.0,4573,142254190352.0,69.86,2308,A - Top Revenue Drivers
P007969,Fabindia Essential Watches 436Max,fashion,watches,20282409.0,3319,142274472761.0,69.87,2309,A - Top Revenue Drivers
P006769,Samsung Smart Cases & Covers 541X,mobiles,cases & covers,20257820.0,1210,142294730581.0,69.88,2310,A - Top Revenue Drivers
P018855,boAt Heavy-Duty Speakers 195S,electronics,speakers,20247680.0,2720,142314978261.0,69.89,2311,A - Top Revenue Drivers
P007257,Apple Eco-Friendly Power Banks 923Pro,mobiles,power banks,20246670.0,2070,142335224931.0,69.9,2312,A - Top Revenue Drivers
P010297,boAt Heavy-Duty Televisions 677,electronics,televisions,20237679.0,1463,142355462610.0,69.91,2313,A - Top Revenue Drivers
P002070,Redmi Classic Power Banks 446S,mobiles,power banks,20233822.0,1247,142375696432.0,69.92,2314,A - Top Revenue Drivers
P007524,Redmi Eco-Friendly Power Banks 538,mobiles,power banks,20212101.0,4669,142395908533.0,69.93,2315,A - Top Revenue Drivers
P017690,LG Deluxe Refrigerators 634Pro,appliances,refrigerators,20207685.0,345,142416116218.0,69.94,2316,A - Top Revenue Drivers
P010842,Sony Ultra Speakers 469S,electronics,speakers,20193600.0,3005,142436309818.0,69.95,2317,A - Top Revenue Drivers
P015121,Samsonite Eco-Friendly Suitcases 707X,luggage & bags,suitcases,20189800.0,2900,142456499618.0,69.96,2318,A - Top Revenue Drivers
P014538,Voltas Lightweight Air Conditioners 732X,appliances,air conditioners,20170110.0,4210,142476669728.0,69.97,2319,A - Top Revenue Drivers
P017788,Wonderchef Portable Cookware 350,home & kitchen,cookware,20158488.0,1554,142496828216.0,69.98,2320,A - Top Revenue Drivers
P018227,HP Premium Storage Devices 482S,computers,storage devices,20112834.0,674,142516941050.0,69.99,2321,A - Top Revenue Drivers
P002164,Fossil Smart Watches 458X,fashion,watches,20085910.0,9542,142537026960.0,70.0,2322,A - Top Revenue Drivers
P004066,Lloyd Deluxe Microwaves 323S,appliances,microwaves,20081215.0,2365,142557108175.0,70.01,2323,A - Top Revenue Drivers
P007633,Portronics Everyday Cases & Covers 424Max,mobiles,cases & covers,20067784.0,1828,142577175959.0,70.02,2324,A - Top Revenue Drivers
P006012,Samsung Ultra Washing Machines 546,appliances,washing machines,20066728.0,1628,142597242687.0,70.03,2325,A - Top Revenue Drivers
P010715,Realme Smart Cases & Covers 510,mobiles,cases & covers,20048932.0,6238,142617291619.0,70.04,2326,A - Top Revenue Drivers
P011165,Sonata Essential Analog Watches 554,watches,analog watches,20042625.0,1455,142637334244.0,70.05,2327,A - Top Revenue Drivers
P002469,Ptron Ultra Cameras 605X,electronics,cameras,20028952.0,2188,142657363196.0,70.06,2328,A - Top Revenue Drivers
P006388,Roadster Classic Watches 309X,fashion,watches,20027751.0,5531,142677390947.0,70.07,2329,A - Top Revenue Drivers
P017436,Portronics Compact Cases & Covers 778Pro,mobiles,cases & covers,20025161.0,871,142697416108.0,70.08,2330,A - Top Revenue Drivers
P002278,Wonderchef Compact Cookware 982Pro,home & kitchen,cookware,20024172.0,1308,142717440280.0,70.09,2331,A - Top Revenue Drivers
P016854,OnePlus Lightweight Cases & Covers 378S,mobiles,cases & covers,20019614.0,6262,142737459894.0,70.1,2332,A - Top Revenue Drivers
P015445,HP Pro Keyboards & Mice 397,computers,keyboards & mice,20000639.0,1541,142757460533.0,70.11,2333,A - Top Revenue Drivers
P016192,Bosch Lightweight Power Tools 480Pro,home improvement,power tools,19991712.0,1992,142777452245.0,70.12,2334,A - Top Revenue Drivers
P010474,Apple Pro Keyboards & Mice 720X,computers,keyboards & mice,19959979.0,389,142797412224.0,70.12,2335,A - Top Revenue Drivers
P010366,Tommy Hilfiger Premium Men'S Clothing 752Pro,fashion,men's clothing,19951740.0,3342,142817363964.0,70.13,2336,A - Top Revenue Drivers
P005274,Tommy Hilfiger Eco-Friendly Footwear 495S,fashion,footwear,19939506.0,3442,142837303470.0,70.14,2337,A - Top Revenue Drivers
P010555,Lloyd Heavy-Duty Air Conditioners 728X,appliances,air conditioners,19936488.0,1144,142857239958.0,70.15,2338,A - Top Revenue Drivers
P007301,Bosch Compact Microwaves 801Pro,appliances,microwaves,19927029.0,4789,142877166987.0,70.16,2339,A - Top Revenue Drivers
P004319,boAt Lightweight Smart Watches 324S,electronics,smart watches,19917778.0,2446,142897084765.0,70.17,2340,A - Top Revenue Drivers
P014015,Realme Eco-Friendly Power Banks 361Max,mobiles,power banks,19915450.0,1075,142917000215.0,70.18,2341,A - Top Revenue Drivers
P002373,Samsung Wireless Cases & Covers 407Max,mobiles,cases & covers,19909428.0,6699,142936909643.0,70.19,2342,A - Top Revenue Drivers
P005952,Voltas Pro Air Conditioners 881Pro,appliances,air conditioners,19909400.0,1400,142956819043.0,70.2,2343,A - Top Revenue Drivers
P007733,Decathlon Advanced Cycling 427Pro,sports & fitness,cycling,19904447.0,1663,142976723490.0,70.21,2344,A - Top Revenue Drivers
P009667,Bosch Deluxe Air Conditioners 220Pro,appliances,air conditioners,19896960.0,3856,142996620450.0,70.22,2345,A - Top Revenue Drivers
P018962,Bosch Lightweight Washing Machines 628Pro,appliances,washing machines,19873338.0,921,143016493788.0,70.23,2346,A - Top Revenue Drivers
P009171,Nirlon Premium Furniture 401X,home & kitchen,furniture,19872468.0,1386,143036366256.0,70.24,2347,A - Top Revenue Drivers
P012179,Realme Compact Smartphones 570S,mobiles,smartphones,19870912.0,1136,143056237168.0,70.25,2348,A - Top Revenue Drivers
P016104,Milton Lightweight Cookware 910X,home & kitchen,cookware,19840358.0,1226,143076077526.0,70.26,2349,A - Top Revenue Drivers
P000187,Voltas Compact Microwaves 832S,appliances,microwaves,19830888.0,1386,143095908414.0,70.27,2350,A - Top Revenue Drivers
P001616,boAt Heavy-Duty Televisions 329S,electronics,televisions,19822648.0,1093,143115731062.0,70.28,2351,A - Top Revenue Drivers
P005336,Carrier Lightweight Air Conditioners 959X,appliances,air conditioners,19811851.0,1411,143135542913.0,70.29,2352,A - Top Revenue Drivers
P017897,Ambrane Essential Smartphones 750,mobiles,smartphones,19809504.0,4884,143155352417.0,70.3,2353,A - Top Revenue Drivers
P017867,Zebronics Everyday Speakers 488X,electronics,speakers,19805277.0,1311,143175157694.0,70.31,2354,A - Top Revenue Drivers
P001487,Apple Essential Power Banks 473S,mobiles,power banks,19802360.0,7940,143194960054.0,70.32,2355,A - Top Revenue Drivers
P004749,Samsung Heavy-Duty Washing Machines 946X,appliances,washing machines,19800579.0,921,143214760633.0,70.33,2356,A - Top Revenue Drivers
P013627,boAt Essential Speakers 327X,electronics,speakers,19783990.0,926,143234544623.0,70.34,2357,A - Top Revenue Drivers
P002044,Redmi Essential Smartphones 902Max,mobiles,smartphones,19763740.0,2540,143254308363.0,70.35,2358,A - Top Revenue Drivers
P009190,Amazon Basics Premium Furniture 928Pro,home & kitchen,furniture,19746225.0,1341,143274054588.0,70.36,2359,A - Top Revenue Drivers
P014852,Noise Advanced Televisions 416Pro,electronics,televisions,19745132.0,4117,143293799720.0,70.37,2360,A - Top Revenue Drivers
P014383,Ambrane Everyday Cases & Covers 104X,mobiles,cases & covers,19741722.0,5434,143313541442.0,70.38,2361,A - Top Revenue Drivers
P016218,Lloyd Eco-Friendly Air Conditioners 552S,appliances,air conditioners,19728681.0,427,143333270123.0,70.39,2362,A - Top Revenue Drivers
P011159,Lloyd Pro Microwaves 168X,appliances,microwaves,19714554.0,387,143352984677.0,70.4,2363,A - Top Revenue Drivers
P017192,Nirlon Premium Home Decor 179S,home & kitchen,home decor,19712265.0,1955,143372696942.0,70.41,2364,A - Top Revenue Drivers
P002222,boAt Advanced Headphones 579S,electronics,headphones,19705824.0,3873,143392402766.0,70.42,2365,A - Top Revenue Drivers
P006936,Apple Heavy-Duty Monitors 280S,computers,monitors,19704468.0,3038,143412107234.0,70.43,2366,A - Top Revenue Drivers
P014021,Ambrane Lightweight Power Banks 232Max,mobiles,power banks,19702322.0,953,143431809556.0,70.44,2367,A - Top Revenue Drivers
P012002,Bosch Lightweight Microwaves 375Pro,appliances,microwaves,19697202.0,4494,143451506758.0,70.45,2368,A - Top Revenue Drivers
P008097,HP Essential Keyboards & Mice 151,computers,keyboards & mice,19695196.0,271,143471201954.0,70.46,2369,A - Top Revenue Drivers
P016089,Sony Wireless Smart Watches 562Pro,electronics,smart watches,19692162.0,3771,143490894116.0,70.47,2370,A - Top Revenue Drivers
P008732,Portronics Everyday Power Banks 249Pro,mobiles,power banks,19690038.0,2062,143510584154.0,70.48,2371,A - Top Revenue Drivers
P004135,Noise Portable Headphones 792Pro,electronics,headphones,19687682.0,938,143530271836.0,70.48,2372,A - Top Revenue Drivers
P009857,Prestige Everyday Home Decor 529,home & kitchen,home decor,19684262.0,1709,143549956098.0,70.49,2373,A - Top Revenue Drivers
P017696,Samsonite Essential Suitcases 839X,luggage & bags,suitcases,19682666.0,2803,143569638764.0,70.5,2374,A - Top Revenue Drivers
P009693,Portronics Compact Mobile Accessories 659,mobiles,mobile accessories,19679058.0,1977,143589317822.0,70.51,2375,A - Top Revenue Drivers
P002316,Milton Compact Furniture 821Pro,home & kitchen,furniture,19677636.0,2442,143608995458.0,70.52,2376,A - Top Revenue Drivers
P012077,Logitech Classic Laptops 725X,computers,laptops,19666008.0,1224,143628661466.0,70.53,2377,A - Top Revenue Drivers
P010770,Noise Advanced Speakers 532Pro,electronics,speakers,19647614.0,2663,143648309080.0,70.54,2378,A - Top Revenue Drivers
P017135,boAt Deluxe Televisions 380Max,electronics,televisions,19646815.0,6247,143667955895.0,70.55,2379,A - Top Revenue Drivers
P011026,Whirlpool Advanced Washing Machines 856X,appliances,washing machines,19633077.0,1809,143687588972.0,70.56,2380,A - Top Revenue Drivers
P005377,Voltas Premium Washing Machines 164S,appliances,washing machines,19610280.0,4230,143707199252.0,70.57,2381,A - Top Revenue Drivers
P002096,Dell Smart Keyboards & Mice 685X,computers,keyboards & mice,19598596.0,1123,143726797848.0,70.58,2382,A - Top Revenue Drivers
P013893,LG Everyday Microwaves 847X,appliances,microwaves,19595074.0,1262,143746392922.0,70.59,2383,A - Top Revenue Drivers
P002772,boAt Smart Televisions 900,electronics,televisions,19590443.0,901,143765983365.0,70.6,2384,A - Top Revenue Drivers
P000634,boAt Ultra Speakers 599X,electronics,speakers,19583044.0,1964,143785566409.0,70.61,2385,A - Top Revenue Drivers
P017902,boAt Advanced Cameras 802S,electronics,cameras,19581360.0,1328,143805147769.0,70.62,2386,A - Top Revenue Drivers
P000855,Wonderchef Heavy-Duty Kitchen Storage 624Pro,home & kitchen,kitchen storage,19572938.0,2086,143824720707.0,70.63,2387,A - Top Revenue Drivers
P003977,Bose Essential Televisions 863,electronics,televisions,19566462.0,1257,143844287169.0,70.64,2388,A - Top Revenue Drivers
P006547,Ptron Heavy-Duty Headphones 165S,electronics,headphones,19532172.0,2409,143863819341.0,70.65,2389,A - Top Revenue Drivers
P012484,Noise Essential Speakers 311Max,electronics,speakers,19507704.0,1644,143883327045.0,70.66,2390,A - Top Revenue Drivers
P008354,Fossil Premium Footwear 831Pro,fashion,footwear,19504396.0,3226,143902831441.0,70.67,2391,A - Top Revenue Drivers
P015745,Dell Ultra Keyboards & Mice 310Max,computers,keyboards & mice,19496214.0,2391,143922327655.0,70.68,2392,A - Top Revenue Drivers
P000675,Ptron Pro Speakers 901Pro,electronics,speakers,19490922.0,2178,143941818577.0,70.69,2393,A - Top Revenue Drivers
P000931,Nirlon Eco-Friendly Cookware 554,home & kitchen,cookware,19477300.0,3050,143961295877.0,70.7,2394,A - Top Revenue Drivers
P001473,Amazon Basics Lightweight Furniture 151,home & kitchen,furniture,19473300.0,3465,143980769177.0,70.71,2395,A - Top Revenue Drivers
P011357,Samsung Ultra Cases & Covers 729Max,mobiles,cases & covers,19471610.0,4885,144000240787.0,70.72,2396,A - Top Revenue Drivers
P015131,HP Classic Monitors 771S,computers,monitors,19466976.0,4776,144019707763.0,70.73,2397,A - Top Revenue Drivers
P011131,HP Lightweight Storage Devices 252,computers,storage devices,19463904.0,1824,144039171667.0,70.73,2398,A - Top Revenue Drivers
P012141,Bose Eco-Friendly Smart Watches 238,electronics,smart watches,19451380.0,2054,144058623047.0,70.74,2399,A - Top Revenue Drivers
P003577,Sony Pro Headphones 139Pro,electronics,headphones,19446000.0,2625,144078069047.0,70.75,2400,A - Top Revenue Drivers
P003784,Carrier Deluxe Refrigerators 757X,appliances,refrigerators,19430940.0,1830,144097499987.0,70.76,2401,A - Top Revenue Drivers
P004593,HP Classic Keyboards & Mice 535,computers,keyboards & mice,19427364.0,3564,144116927351.0,70.77,2402,A - Top Revenue Drivers
P002954,Lloyd Deluxe Washing Machines 130X,appliances,washing machines,19419850.0,1711,144136347201.0,70.78,2403,A - Top Revenue Drivers
P009076,Lenovo Compact Monitors 799S,computers,monitors,19419320.0,2374,144155766521.0,70.79,2404,A - Top Revenue Drivers
P016268,Bose Classic Speakers 614Max,electronics,speakers,19418256.0,2277,144175184777.0,70.8,2405,A - Top Revenue Drivers
P012810,Samsung Compact Headphones 603X,electronics,headphones,19417398.0,2002,144194602175.0,70.81,2406,A - Top Revenue Drivers
P015890,Bose Wireless Headphones 812Max,electronics,headphones,19411504.0,1318,144214013679.0,70.82,2407,A - Top Revenue Drivers
P013177,Bosch Ultra Washing Machines 529Pro,appliances,washing machines,19407868.0,1636,144233421547.0,70.83,2408,A - Top Revenue Drivers
P008558,Wonderchef Heavy-Duty Furniture 227Pro,home & kitchen,furniture,19401860.0,1340,144252823407.0,70.84,2409,A - Top Revenue Drivers
P003876,Lloyd Deluxe Microwaves 604S,appliances,microwaves,19397624.0,2281,144272221031.0,70.85,2410,A - Top Revenue Drivers
P019068,Samsung Eco-Friendly Speakers 941,electronics,speakers,19395538.0,3298,144291616569.0,70.86,2411,A - Top Revenue Drivers
P007551,JBL Deluxe Headphones 691Max,electronics,headphones,19391260.0,2947,144311007829.0,70.87,2412,A - Top Revenue Drivers
P012384,Lenovo Compact Laptops 144,computers,laptops,19391070.0,1790,144330398899.0,70.88,2413,A - Top Revenue Drivers
P002227,Bosch Wireless Refrigerators 649S,appliances,refrigerators,19377687.0,6483,144349776586.0,70.89,2414,A - Top Revenue Drivers
P018868,Noise Pro Smart Watches 387,electronics,smart watches,19363812.0,3666,144369140398.0,70.9,2415,A - Top Revenue Drivers
P015021,Cello Wireless Furniture 568X,home & kitchen,furniture,19358865.0,2895,144388499263.0,70.91,2416,A - Top Revenue Drivers
P000600,Zebronics Everyday Televisions 273,electronics,televisions,19355673.0,2001,144407854936.0,70.92,2417,A - Top Revenue Drivers
P011830,Ptron Lightweight Televisions 801,electronics,televisions,19324005.0,1433,144427178941.0,70.93,2418,A - Top Revenue Drivers
P018491,Samsung Advanced Washing Machines 361,appliances,washing machines,19312584.0,2271,144446491525.0,70.93,2419,A - Top Revenue Drivers
P007131,Portronics Wireless Mobile Accessories 667,mobiles,mobile accessories,19283348.0,1316,144465774873.0,70.94,2420,A - Top Revenue Drivers
P013288,Strauss Heavy-Duty Cycling 819Pro,sports & fitness,cycling,19262151.0,2021,144485037024.0,70.95,2421,A - Top Revenue Drivers
P019052,Carrier Advanced Refrigerators 826X,appliances,refrigerators,19257392.0,1694,144504294416.0,70.96,2422,A - Top Revenue Drivers
P014259,Samsung Ultra Washing Machines 688Pro,appliances,washing machines,19250030.0,6406,144523544446.0,70.97,2423,A - Top Revenue Drivers
P007848,Zebronics Eco-Friendly Televisions 910S,electronics,televisions,19240398.0,3567,144542784844.0,70.98,2424,A - Top Revenue Drivers
P011390,Fabindia Everyday Women'S Clothing 526X,fashion,women's clothing,19237728.0,6368,144562022572.0,70.99,2425,A - Top Revenue Drivers
P014229,Bosch Premium Refrigerators 202S,appliances,refrigerators,19217062.0,502,144581239634.0,71.0,2426,A - Top Revenue Drivers
P008723,Nirlon Essential Cookware 947X,home & kitchen,cookware,19216750.0,875,144600456384.0,71.01,2427,A - Top Revenue Drivers
P007182,Ptron Advanced Televisions 732Max,electronics,televisions,19201224.0,3108,144619657608.0,71.02,2428,A - Top Revenue Drivers
P018201,Lenovo Heavy-Duty Laptops 313X,computers,laptops,19195776.0,608,144638853384.0,71.03,2429,A - Top Revenue Drivers
P001176,Milton Everyday Cookware 805S,home & kitchen,cookware,19185583.0,3313,144658038967.0,71.04,2430,A - Top Revenue Drivers
P000369,Ambrane Wireless Smartphones 147Pro,mobiles,smartphones,19178344.0,1576,144677217311.0,71.05,2431,A - Top Revenue Drivers
P008500,Nirlon Lightweight Home Decor 818Max,home & kitchen,home decor,19173366.0,1942,144696390677.0,71.06,2432,A - Top Revenue Drivers
P004612,Fastrack Portable Watch Accessories 415,watches,watch accessories,19153012.0,1388,144715543689.0,71.07,2433,A - Top Revenue Drivers
P013789,Prestige Ultra Cookware 681Pro,home & kitchen,cookware,19150362.0,6066,144734694051.0,71.08,2434,A - Top Revenue Drivers
P014138,Fastrack Premium Smart Watches 660Max,watches,smart watches,19134619.0,721,144753828670.0,71.09,2435,A - Top Revenue Drivers
P010816,Portronics Classic Smartphones 523S,mobiles,smartphones,19130836.0,2407,144772959506.0,71.1,2436,A - Top Revenue Drivers
P002752,Voltas Advanced Washing Machines 654,appliances,washing machines,19126746.0,369,144792086252.0,71.1,2437,A - Top Revenue Drivers
P013448,iBell Eco-Friendly Electricals 605X,home improvement,electricals,19122316.0,1973,144811208568.0,71.11,2438,A - Top Revenue Drivers
P015696,Milton Advanced Furniture 498Pro,home & kitchen,furniture,19115655.0,2935,144830324223.0,71.12,2439,A - Top Revenue Drivers
P014644,Ptron Advanced Smart Watches 768Pro,electronics,smart watches,19099400.0,1480,144849423623.0,71.13,2440,A - Top Revenue Drivers
P008149,Fossil Premium Footwear 848Pro,fashion,footwear,19099071.0,5751,144868522694.0,71.14,2441,A - Top Revenue Drivers
P000140,Fossil Classic Men'S Clothing 935S,fashion,men's clothing,19090745.0,6715,144887613439.0,71.15,2442,A - Top Revenue Drivers
P014327,Zebronics Smart Speakers 286Max,electronics,speakers,19089304.0,1612,144906702743.0,71.16,2443,A - Top Revenue Drivers
P015906,Titan Pro Analog Watches 490Max,watches,analog watches,19086054.0,1367,144925788797.0,71.17,2444,A - Top Revenue Drivers
P001891,HP Classic Laptops 454X,computers,laptops,19074170.0,986,144944862967.0,71.18,2445,A - Top Revenue Drivers
P019152,Realme Essential Cases & Covers 521X,mobiles,cases & covers,19068357.0,2553,144963931324.0,71.19,2446,A - Top Revenue Drivers
P006492,LG Eco-Friendly Refrigerators 238Max,appliances,refrigerators,19065984.0,984,144982997308.0,71.2,2447,A - Top Revenue Drivers
P005266,Stanley Classic Electricals 378Pro,home improvement,electricals,19061450.0,1325,145002058758.0,71.21,2448,A - Top Revenue Drivers
P003452,Voltas Classic Refrigerators 177S,appliances,refrigerators,19055036.0,1001,145021113794.0,71.22,2449,A - Top Revenue Drivers
P010530,Zebronics Smart Headphones 390S,electronics,headphones,19054581.0,2197,145040168375.0,71.23,2450,A - Top Revenue Drivers
P002241,Noise Essential Speakers 827S,electronics,speakers,19049531.0,3317,145059217906.0,71.24,2451,A - Top Revenue Drivers
P011110,Casio Portable Watch Accessories 920X,watches,watch accessories,19031876.0,1678,145078249782.0,71.24,2452,A - Top Revenue Drivers
P001774,Titan Portable Smart Watches 945Pro,watches,smart watches,19028868.0,3966,145097278650.0,71.25,2453,A - Top Revenue Drivers
P007300,Sony Essential Headphones 351S,electronics,headphones,19014858.0,1026,145116293508.0,71.26,2454,A - Top Revenue Drivers
P018360,HP Lightweight Monitors 960Max,computers,monitors,19009376.0,9448,145135302884.0,71.27,2455,A - Top Revenue Drivers
P005728,Zebronics Wireless Headphones 234Max,electronics,headphones,19003860.0,2556,145154306744.0,71.28,2456,A - Top Revenue Drivers
P006230,Redwolf Compact Watches 135Pro,fashion,watches,18995320.0,6472,145173302064.0,71.29,2457,A - Top Revenue Drivers
P007538,Dell Deluxe Keyboards & Mice 435S,computers,keyboards & mice,18978960.0,1001,145192281024.0,71.3,2458,A - Top Revenue Drivers
P018298,Nike Heavy-Duty Cycling 618X,sports & fitness,cycling,18976216.0,1736,145211257240.0,71.31,2459,A - Top Revenue Drivers
P019639,American Tourister Essential Backpacks 926X,luggage & bags,backpacks,18966942.0,2286,145230224182.0,71.32,2460,A - Top Revenue Drivers
P015620,Samsung Premium Speakers 296Max,electronics,speakers,18945584.0,2204,145249169766.0,71.33,2461,A - Top Revenue Drivers
P001103,Skybags Essential Wallets 948,luggage & bags,wallets,18941172.0,4076,145268110938.0,71.34,2462,A - Top Revenue Drivers
P009517,Bose Essential Smart Watches 776Max,electronics,smart watches,18932484.0,1061,145287043422.0,71.35,2463,A - Top Revenue Drivers
P017984,Nirlon Everyday Kitchen Storage 135X,home & kitchen,kitchen storage,18929660.0,865,145305973082.0,71.36,2464,A - Top Revenue Drivers
P002062,Samsung Compact Televisions 330Max,electronics,televisions,18923526.0,1978,145324896608.0,71.37,2465,A - Top Revenue Drivers
P005713,Samsung Classic Smartphones 923,mobiles,smartphones,18923490.0,2943,145343820098.0,71.38,2466,A - Top Revenue Drivers
P010699,Logitech Eco-Friendly Keyboards & Mice 542S,computers,keyboards & mice,18923092.0,1567,145362743190.0,71.38,2467,A - Top Revenue Drivers
P001876,Apple Ultra Cases & Covers 350S,mobiles,cases & covers,18921253.0,1619,145381664443.0,71.39,2468,A - Top Revenue Drivers
P015033,Whirlpool Heavy-Duty Air Conditioners 580Max,appliances,air conditioners,18916601.0,3763,145400581044.0,71.4,2469,A - Top Revenue Drivers
P013022,Fossil Portable Watch Accessories 930Pro,watches,watch accessories,18913475.0,2921,145419494519.0,71.41,2470,A - Top Revenue Drivers
P003366,Titan Everyday Analog Watches 340Pro,watches,analog watches,18906786.0,937,145438401305.0,71.42,2471,A - Top Revenue Drivers
P006947,JBL Wireless Headphones 715Max,electronics,headphones,18882468.0,2326,145457283773.0,71.43,2472,A - Top Revenue Drivers
P018530,Decathlon Heavy-Duty Gym Equipment 763S,sports & fitness,gym equipment,18866232.0,2952,145476150005.0,71.44,2473,A - Top Revenue Drivers
P011340,Lloyd Deluxe Air Conditioners 484X,appliances,air conditioners,18859680.0,1008,145495009685.0,71.45,2474,A - Top Revenue Drivers
P002507,HP Ultra Keyboards & Mice 568Pro,computers,keyboards & mice,18857773.0,293,145513867458.0,71.46,2475,A - Top Revenue Drivers
P015093,Tommy Hilfiger Lightweight Women'S Clothing 482X,fashion,women's clothing,18849900.0,3307,145532717358.0,71.47,2476,A - Top Revenue Drivers
P003339,Lloyd Smart Air Conditioners 465Max,appliances,air conditioners,18830376.0,3288,145551547734.0,71.48,2477,A - Top Revenue Drivers
P003888,Lloyd Compact Microwaves 556S,appliances,microwaves,18825495.0,1885,145570373229.0,71.49,2478,A - Top Revenue Drivers
P015017,Lenovo Deluxe Monitors 914X,computers,monitors,18819408.0,272,145589192637.0,71.5,2479,A - Top Revenue Drivers
P013508,boAt Lightweight Speakers 901S,electronics,speakers,18816723.0,4377,145608009360.0,71.51,2480,A - Top Revenue Drivers
P005847,Voltas Eco-Friendly Refrigerators 471X,appliances,refrigerators,18806200.0,665,145626815560.0,71.51,2481,A - Top Revenue Drivers
P004031,Samsung Smart Speakers 814S,electronics,speakers,18803763.0,5013,145645619323.0,71.52,2482,A - Top Revenue Drivers
P016593,Sony Ultra Speakers 853Pro,electronics,speakers,18801270.0,4755,145664420593.0,71.53,2483,A - Top Revenue Drivers
