product_id,product_description,main_category,sub_category,price_band,ratings,is_high_rated,discount_price,actual_price,discount_percentage,total_sales,predicted_sales,prediction_error,prediction_error_pct,estimated_revenue,description_word_count,model_used
P002653,Zebronics Deluxe Storage Devices 294,computers,storage devices,Mid (₹1.5k-5k),4.1,1,1614.0,2400.0,32.75,2116,2280.0,164.0,7.8,3415224.0,5,XGBoost
P002654,Roadster Lightweight Watches 827,fashion,watches,Mid (₹1.5k-5k),3.7,0,1685.0,1847.0,8.77,1534,1721.0,187.0,12.2,2584790.0,4,XGBoost
P002655,Penguin Ultra Children'S Books 369X,books,children's books,Budget (<₹500),3.6,0,134.0,166.0,19.28,1080,1368.0,288.0,26.7,144720.0,5,XGBoost
P002656,Local Press Lightweight Academic 423Pro,books,academic,Mid (₹1.5k-5k),3.8,0,1408.0,1604.0,12.22,237,505.0,268.0,113.1,333696.0,5,XGBoost
P002657,Zebronics Portable Headphones 670Max,electronics,headphones,Premium (₹5k-20k),3.8,0,7158.0,9720.0,26.36,1646,1823.0,177.0,10.8,11782068.0,4,XGBoost
P002658,Tata Essential Snacks 978Pro,grocery & gourmet foods,snacks,Value (₹500-1.5k),5.0,1,489.0,507.0,3.55,4941,4139.0,-802.0,-16.2,2416149.0,4,XGBoost
P002659,LG Classic Washing Machines 438S,appliances,washing machines,Luxury (₹20k+),3.8,0,31343.0,43064.0,27.22,1078,1195.0,117.0,10.9,33787754.0,5,XGBoost
P002660,Generic Wireless Measuring Tools 510Pro,industrial & scientific,measuring tools,Premium (₹5k-20k),4.0,1,5351.0,5977.0,10.47,108,191.0,83.0,76.9,577908.0,5,XGBoost
P002661,Zebronics Essential Monitors 795,computers,monitors,Premium (₹5k-20k),4.2,1,13685.0,16630.0,17.71,1018,1811.0,793.0,77.9,13931330.0,4,XGBoost
P002662,Apple Deluxe Monitors 896X,computers,monitors,Value (₹500-1.5k),2.9,0,346.0,641.0,46.02,869,1604.0,735.0,84.6,300674.0,4,XGBoost
P002663,Fossil Heavy-Duty Watch Accessories 629Pro,watches,watch accessories,Mid (₹1.5k-5k),3.9,0,1781.0,2419.0,26.37,1433,1833.0,400.0,27.9,2552173.0,5,XGBoost
P002664,Spidy Moto Deluxe Car Care 530X,car & motorbike,car care,Mid (₹1.5k-5k),4.0,1,1899.0,2326.0,18.36,1031,1028.0,-3.0,-0.3,1957869.0,6,XGBoost
P002665,Nestle Heavy-Duty Staples 533S,grocery & gourmet foods,staples,Value (₹500-1.5k),4.4,1,679.0,775.0,12.39,4552,2707.0,-1845.0,-40.5,3090808.0,4,XGBoost
P002666,Ptron Advanced Cameras 408X,electronics,cameras,Mid (₹1.5k-5k),3.5,0,4488.0,4984.0,9.95,1527,1134.0,-393.0,-25.7,6853176.0,4,XGBoost
P002667,HRX Advanced Men'S Clothing 984Max,fashion,men's clothing,Premium (₹5k-20k),2.9,0,4435.0,5472.0,18.95,540,685.0,145.0,26.9,2394900.0,5,XGBoost
P002668,Apple Eco-Friendly Mobile Accessories 104Pro,mobiles,mobile accessories,Mid (₹1.5k-5k),3.9,0,1608.0,1723.0,6.67,3901,3167.0,-734.0,-18.8,6272808.0,5,XGBoost
P002669,Weber Smart Grills 140Pro,garden & outdoors,grills,Budget (<₹500),4.0,1,251.0,347.0,27.67,1234,1231.0,-3.0,-0.2,309734.0,4,XGBoost
P002670,Nike Eco-Friendly Gym Equipment 188S,sports & fitness,gym equipment,Mid (₹1.5k-5k),3.4,0,1491.0,2506.0,40.5,1608,1181.0,-427.0,-26.6,2397528.0,5,XGBoost
P002671,Carrier Advanced Microwaves 524X,appliances,microwaves,Luxury (₹20k+),4.5,1,13644.0,25623.0,46.75,1967,2203.0,236.0,12.0,26837748.0,4,XGBoost
P002672,Portronics Wireless Smartphones 416Max,mobiles,smartphones,Mid (₹1.5k-5k),4.2,1,1988.0,2122.0,6.31,7737,3422.0,-4315.0,-55.8,15381156.0,4,XGBoost
P002673,Fossil Premium Watches 125S,fashion,watches,Budget (<₹500),4.2,1,310.0,420.0,26.19,7173,5608.0,-1565.0,-21.8,2223630.0,4,XGBoost
P002674,Wonderchef Deluxe Kitchen Storage 608,home & kitchen,kitchen storage,Premium (₹5k-20k),3.4,0,9583.0,10320.0,7.14,482,669.0,187.0,38.8,4619006.0,5,XGBoost
P002675,Royal Canin Portable Pet Grooming 697X,pet supplies,pet grooming,Value (₹500-1.5k),3.9,0,517.0,651.0,20.58,539,1085.0,546.0,101.3,278663.0,6,XGBoost
P002676,Noise Lightweight Headphones 954Max,electronics,headphones,Mid (₹1.5k-5k),3.5,0,2132.0,2925.0,27.11,2086,1701.0,-385.0,-18.5,4447352.0,4,XGBoost
P002677,OnePlus Wireless Mobile Accessories 779S,mobiles,mobile accessories,Luxury (₹20k+),3.4,0,18623.0,20403.0,8.72,1858,1340.0,-518.0,-27.9,34601534.0,5,XGBoost
P002678,iBell Everyday Power Tools 752X,home improvement,power tools,Premium (₹5k-20k),4.0,1,8642.0,9068.0,4.7,378,424.0,46.0,12.2,3266676.0,5,XGBoost
P002679,Bosch Eco-Friendly Hand Tools 225,home improvement,hand tools,Mid (₹1.5k-5k),3.8,0,2329.0,3041.0,23.41,545,755.0,210.0,38.5,1269305.0,5,XGBoost
P002680,Cello Classic Cookware 545Max,home & kitchen,cookware,Mid (₹1.5k-5k),3.1,0,1339.0,1932.0,30.69,635,941.0,306.0,48.2,850265.0,4,XGBoost
P002681,Samsung Smart Washing Machines 635S,appliances,washing machines,Luxury (₹20k+),3.7,0,17347.0,24159.0,28.2,540,1316.0,776.0,143.7,9367380.0,5,XGBoost
P002682,Samsung Compact Cases & Covers 526Pro,mobiles,cases & covers,Budget (<₹500),3.4,0,283.0,399.0,29.07,4083,3301.0,-782.0,-19.2,1155489.0,6,XGBoost
P002683,Yamaha Heavy-Duty Keyboards 644Pro,music & instruments,keyboards,Mid (₹1.5k-5k),4.7,1,1748.0,2070.0,15.56,1043,883.0,-160.0,-15.3,1823164.0,4,XGBoost
P002684,Carrier Premium Refrigerators 426,appliances,refrigerators,Premium (₹5k-20k),3.9,0,5932.0,8020.0,26.03,1377,1613.0,236.0,17.1,8168364.0,4,XGBoost
P002685,AutoFurnish Classic Bike Accessories 688Max,car & motorbike,bike accessories,Mid (₹1.5k-5k),4.4,1,3285.0,3397.0,3.3,547,710.0,163.0,29.8,1796895.0,5,XGBoost
P002686,Zebronics Heavy-Duty Monitors 632Max,computers,monitors,Premium (₹5k-20k),5.0,1,17166.0,17880.0,3.99,979,2875.0,1896.0,193.7,16805514.0,4,XGBoost
P002687,24 Mantra Lightweight Staples 737S,grocery & gourmet foods,staples,Budget (<₹500),3.9,0,78.0,112.0,30.36,1404,3254.0,1850.0,131.8,109512.0,5,XGBoost
P002688,Rupa Publications Everyday Academic 565,books,academic,Budget (<₹500),3.7,0,146.0,205.0,28.78,1529,1538.0,9.0,0.6,223234.0,5,XGBoost
P002689,Redmi Essential Mobile Accessories 260,mobiles,mobile accessories,Premium (₹5k-20k),3.9,0,9079.0,14763.0,38.5,3384,2852.0,-532.0,-15.7,30723336.0,5,XGBoost
P002690,Voltas Classic Refrigerators 727Max,appliances,refrigerators,Premium (₹5k-20k),3.7,0,7552.0,8493.0,11.08,1399,819.0,-580.0,-41.5,10565248.0,4,XGBoost
P002691,Zebronics Advanced Storage Devices 937,computers,storage devices,Mid (₹1.5k-5k),4.1,1,1806.0,2550.0,29.18,2193,2656.0,463.0,21.1,3960558.0,5,XGBoost
P002692,HP Deluxe Laptops 201Pro,computers,laptops,Premium (₹5k-20k),3.6,0,6938.0,11149.0,37.77,1097,1128.0,31.0,2.8,7610986.0,4,XGBoost
P002693,HP Portable Laptops 366Max,computers,laptops,Premium (₹5k-20k),3.9,0,16201.0,19987.0,18.94,1630,1488.0,-142.0,-8.7,26407630.0,4,XGBoost
P002694,Fastrack Lightweight Analog Watches 673Pro,watches,analog watches,Premium (₹5k-20k),2.8,0,5014.0,5557.0,9.77,171,308.0,137.0,80.1,857394.0,5,XGBoost
P002695,Ptron Lightweight Headphones 929,electronics,headphones,Mid (₹1.5k-5k),4.2,1,1769.0,2035.0,13.07,2503,2972.0,469.0,18.7,4427807.0,4,XGBoost
P002696,Fabindia Portable Watches 504,fashion,watches,Value (₹500-1.5k),3.5,0,1123.0,1468.0,23.5,1974,1919.0,-55.0,-2.8,2216802.0,4,XGBoost
P002697,BE SAVAGE Premium Sportswear 500Max,sports & fitness,sportswear,Mid (₹1.5k-5k),3.9,0,2912.0,3263.0,10.76,1788,1052.0,-736.0,-41.2,5206656.0,5,XGBoost
P002698,Fossil Classic Watches 121,fashion,watches,Budget (<₹500),2.8,0,380.0,421.0,9.74,1203,1418.0,215.0,17.9,457140.0,4,XGBoost
P002699,Truphe Premium Grills 891Pro,garden & outdoors,grills,Premium (₹5k-20k),2.9,0,7048.0,10414.0,32.32,215,182.0,-33.0,-15.3,1515320.0,4,XGBoost
P002700,Garnier Ultra Haircare 158,beauty & health,haircare,Value (₹500-1.5k),3.8,0,940.0,1316.0,28.57,994,1780.0,786.0,79.1,934360.0,4,XGBoost
P002701,Zebronics Portable Speakers 263S,electronics,speakers,Mid (₹1.5k-5k),4.5,1,2409.0,2809.0,14.24,1939,3551.0,1612.0,83.1,4671051.0,4,XGBoost
P002702,Fabindia Everyday Women'S Clothing 420Max,fashion,women's clothing,Value (₹500-1.5k),4.1,1,562.0,807.0,30.36,2898,3575.0,677.0,23.4,1628676.0,5,XGBoost
P002703,Fabindia Smart Women'S Clothing 654Max,fashion,women's clothing,Value (₹500-1.5k),4.5,1,718.0,854.0,15.93,3346,3796.0,450.0,13.4,2402428.0,5,XGBoost
P002704,Fastrack Classic Watch Accessories 470,watches,watch accessories,Mid (₹1.5k-5k),4.3,1,2007.0,3431.0,41.5,2322,1914.0,-408.0,-17.6,4660254.0,5,XGBoost
P002705,Apple Essential Mobile Accessories 268X,mobiles,mobile accessories,Luxury (₹20k+),3.6,0,42222.0,51502.0,18.02,1714,1800.0,86.0,5.0,72368508.0,5,XGBoost
P002706,Portronics Lightweight Smartphones 334X,mobiles,smartphones,Luxury (₹20k+),4.3,1,57570.0,94162.0,38.86,3175,2630.0,-545.0,-17.2,182784750.0,4,XGBoost
P002707,Logitech Portable Monitors 607Pro,computers,monitors,Luxury (₹20k+),3.7,0,59004.0,66008.0,10.61,441,650.0,209.0,47.4,26020764.0,4,XGBoost
P002708,Redmi Smart Cases & Covers 633Max,mobiles,cases & covers,Mid (₹1.5k-5k),4.3,1,1510.0,2010.0,24.88,5067,4589.0,-478.0,-9.4,7651170.0,6,XGBoost
P002709,HRX Smart Footwear 373X,fashion,footwear,Budget (<₹500),3.3,0,233.0,314.0,25.8,2736,1979.0,-757.0,-27.7,637488.0,4,XGBoost
P002710,Fossil Compact Smart Watches 591Pro,watches,smart watches,Mid (₹1.5k-5k),3.6,0,2325.0,2928.0,20.59,2296,983.0,-1313.0,-57.2,5338200.0,5,XGBoost
P002711,Ambrane Deluxe Smartphones 661Pro,mobiles,smartphones,Luxury (₹20k+),4.6,1,28782.0,33418.0,13.87,3969,2959.0,-1010.0,-25.4,114235758.0,4,XGBoost
P002712,Lakme Lightweight Haircare 688,beauty & health,haircare,Value (₹500-1.5k),4.4,1,1182.0,1451.0,18.54,4946,2987.0,-1959.0,-39.6,5846172.0,4,XGBoost
P002713,Realme Advanced Smartphones 572X,mobiles,smartphones,Premium (₹5k-20k),4.3,1,2680.0,5030.0,46.72,4775,4238.0,-537.0,-11.2,12797000.0,4,XGBoost
P002714,HP Ultra Laptops 938,computers,laptops,Mid (₹1.5k-5k),4.7,1,3346.0,4224.0,20.79,4753,3358.0,-1395.0,-29.3,15903538.0,4,XGBoost
P002715,24 Mantra Pro Staples 289Max,grocery & gourmet foods,staples,Budget (<₹500),3.9,0,134.0,153.0,12.42,3685,2026.0,-1659.0,-45.0,493790.0,5,XGBoost
P002716,Portronics Pro Mobile Accessories 173S,mobiles,mobile accessories,Mid (₹1.5k-5k),4.9,1,1564.0,1734.0,9.8,8659,6151.0,-2508.0,-29.0,13542676.0,5,XGBoost
P002717,Bosch Classic Power Tools 394X,home improvement,power tools,Mid (₹1.5k-5k),3.9,0,1900.0,2706.0,29.79,774,1094.0,320.0,41.3,1470600.0,5,XGBoost
P002718,Fabindia Advanced Watches 211S,fashion,watches,Premium (₹5k-20k),4.0,1,6476.0,6872.0,5.76,923,1227.0,304.0,32.9,5977348.0,4,XGBoost
P002719,Fossil Advanced Watches 960Pro,fashion,watches,Value (₹500-1.5k),3.2,0,602.0,644.0,6.52,1777,1640.0,-137.0,-7.7,1069754.0,4,XGBoost
P002720,Decathlon Deluxe Sportswear 138X,sports & fitness,sportswear,Value (₹500-1.5k),2.7,0,658.0,761.0,13.53,465,583.0,118.0,25.4,305970.0,4,XGBoost
P002721,LEGO Advanced Toys 810Pro,toys & baby products,toys,Budget (<₹500),4.0,1,144.0,170.0,15.29,1823,2839.0,1016.0,55.7,262512.0,4,XGBoost
P002722,Rupa Publications Advanced Fiction 892S,books,fiction,Value (₹500-1.5k),3.8,0,930.0,1117.0,16.74,640,675.0,35.0,5.5,595200.0,5,XGBoost
P002723,Nirlon Eco-Friendly Cookware 926Max,home & kitchen,cookware,Luxury (₹20k+),4.6,1,15314.0,22294.0,31.31,2056,2056.0,0.0,0.0,31485584.0,4,XGBoost
P002724,Local Brand Wireless Snacks 647,grocery & gourmet foods,snacks,Value (₹500-1.5k),3.6,0,1107.0,1216.0,8.96,777,844.0,67.0,8.6,860139.0,5,XGBoost
P002725,HRX Portable Watches 586Pro,fashion,watches,Mid (₹1.5k-5k),3.4,0,2618.0,2868.0,8.72,897,933.0,36.0,4.0,2348346.0,4,XGBoost
P002726,Samsung Smart Air Conditioners 703X,appliances,air conditioners,Luxury (₹20k+),4.6,1,28353.0,30191.0,6.09,2477,1956.0,-521.0,-21.0,70230381.0,5,XGBoost
P002727,Levis Eco-Friendly Watches 874S,fashion,watches,Mid (₹1.5k-5k),3.3,0,1263.0,1741.0,27.46,1418,1584.0,166.0,11.7,1790934.0,4,XGBoost
P002728,Spidy Moto Pro Car Accessories 347,car & motorbike,car accessories,Value (₹500-1.5k),3.2,0,343.0,511.0,32.88,558,682.0,124.0,22.2,191394.0,6,XGBoost
P002729,HRX Heavy-Duty Footwear 491Pro,fashion,footwear,Value (₹500-1.5k),2.6,0,533.0,799.0,33.29,1305,790.0,-515.0,-39.5,695565.0,4,XGBoost
P002730,HP Eco-Friendly Laptops 736X,computers,laptops,Mid (₹1.5k-5k),3.4,0,2319.0,3369.0,31.17,650,1206.0,556.0,85.5,1507350.0,4,XGBoost
P002731,Garnier Heavy-Duty Makeup 157Max,beauty & health,makeup,Budget (<₹500),3.6,0,209.0,280.0,25.36,1759,2123.0,364.0,20.7,367631.0,4,XGBoost
P002732,Voltas Ultra Air Conditioners 464S,appliances,air conditioners,Luxury (₹20k+),3.1,0,18566.0,29939.0,37.99,884,587.0,-297.0,-33.6,16412344.0,5,XGBoost
P002733,Spidy Moto Premium Bike Accessories 503S,car & motorbike,bike accessories,Premium (₹5k-20k),3.4,0,4400.0,5043.0,12.75,354,449.0,95.0,26.8,1557600.0,6,XGBoost
P002734,Cello Heavy-Duty Office Electronics 152Max,office products,office electronics,Mid (₹1.5k-5k),4.0,1,2453.0,3687.0,33.47,390,741.0,351.0,90.0,956670.0,5,XGBoost
P002735,Whirlpool Advanced Refrigerators 502S,appliances,refrigerators,Luxury (₹20k+),3.7,0,54131.0,60494.0,10.52,1014,565.0,-449.0,-44.3,54888834.0,4,XGBoost
P002736,Whirlpool Wireless Microwaves 280Pro,appliances,microwaves,Premium (₹5k-20k),4.5,1,12002.0,16934.0,29.12,3749,2110.0,-1639.0,-43.7,44995498.0,4,XGBoost
P002737,Apple Smart Monitors 451X,computers,monitors,Value (₹500-1.5k),3.6,0,379.0,526.0,27.95,3102,2715.0,-387.0,-12.5,1175658.0,4,XGBoost
P002738,Wildcraft Deluxe Wallets 252S,luggage & bags,wallets,Value (₹500-1.5k),4.4,1,568.0,711.0,20.11,1889,2594.0,705.0,37.3,1072952.0,4,XGBoost
P002739,LEGO Wireless Baby Care 190S,toys & baby products,baby care,Mid (₹1.5k-5k),4.1,1,2165.0,3103.0,30.23,2568,1817.0,-751.0,-29.2,5559720.0,5,XGBoost
P002740,Samsung Smart Headphones 152Max,electronics,headphones,Luxury (₹20k+),4.3,1,13665.0,26074.0,47.59,3031,3241.0,210.0,6.9,41418615.0,4,XGBoost
P002741,Fastrack Portable Analog Watches 160Pro,watches,analog watches,Premium (₹5k-20k),3.5,0,10419.0,13568.0,23.21,918,581.0,-337.0,-36.7,9564642.0,5,XGBoost
P002742,Milton Wireless Kitchen Storage 105Pro,home & kitchen,kitchen storage,Premium (₹5k-20k),4.4,1,14912.0,16324.0,8.65,2279,1858.0,-421.0,-18.5,33984448.0,5,XGBoost
P002743,HarperCollins Essential Fiction 392Max,books,fiction,Budget (<₹500),3.9,0,171.0,253.0,32.41,1984,2117.0,133.0,6.7,339264.0,4,XGBoost
P002744,Cello Compact Stationery 158Max,office products,stationery,Value (₹500-1.5k),4.8,1,559.0,1020.0,45.2,1815,2237.0,422.0,23.3,1014585.0,4,XGBoost
P002745,HRX Everyday Footwear 165S,fashion,footwear,Budget (<₹500),3.0,0,186.0,206.0,9.71,1212,1445.0,233.0,19.2,225432.0,4,XGBoost
P002746,Sonata Premium Analog Watches 725S,watches,analog watches,Mid (₹1.5k-5k),3.0,0,3479.0,3585.0,2.96,279,287.0,8.0,2.9,970641.0,5,XGBoost
P002747,Decathlon Pro Cycling 894Pro,sports & fitness,cycling,Premium (₹5k-20k),4.2,1,7542.0,12623.0,40.25,1416,1915.0,499.0,35.2,10679472.0,4,XGBoost
P002748,Tommy Hilfiger Heavy-Duty Watches 691,fashion,watches,Value (₹500-1.5k),3.6,0,921.0,993.0,7.25,2835,2397.0,-438.0,-15.4,2611035.0,5,XGBoost
P002749,Nivea Smart Haircare 515,beauty & health,haircare,Mid (₹1.5k-5k),4.0,1,1851.0,2574.0,28.09,1693,1704.0,11.0,0.6,3133743.0,4,XGBoost
P002750,Lloyd Classic Washing Machines 767Max,appliances,washing machines,Luxury (₹20k+),4.7,1,56466.0,70082.0,19.43,1333,1862.0,529.0,39.7,75269178.0,5,XGBoost
P002751,Zebronics Wireless Smart Watches 163Max,electronics,smart watches,Premium (₹5k-20k),4.3,1,9648.0,14080.0,31.48,2704,3069.0,365.0,13.5,26088192.0,5,XGBoost
P002752,Voltas Advanced Washing Machines 654,appliances,washing machines,Luxury (₹20k+),3.1,0,51834.0,77047.0,32.72,369,506.0,137.0,37.1,19126746.0,5,XGBoost
P002753,Strauss Premium Cycling 468S,sports & fitness,cycling,Budget (<₹500),5.0,1,151.0,274.0,44.89,4661,5865.0,1204.0,25.8,703811.0,4,XGBoost
P002754,HRX Smart Men'S Clothing 804Pro,fashion,men's clothing,Premium (₹5k-20k),4.3,1,7352.0,8571.0,14.22,1752,1727.0,-25.0,-1.4,12880704.0,5,XGBoost
P002755,Tata Pro Organic Foods 752,grocery & gourmet foods,organic foods,Mid (₹1.5k-5k),3.8,0,1340.0,2007.0,33.23,2519,1597.0,-922.0,-36.6,3375460.0,5,XGBoost
P002756,Nivea Wireless Skincare 136Max,beauty & health,skincare,Budget (<₹500),4.3,1,375.0,474.0,20.89,2956,3367.0,411.0,13.9,1108500.0,4,XGBoost
P002757,Kore Ultra Yoga 653Pro,sports & fitness,yoga,Mid (₹1.5k-5k),3.8,0,2544.0,2919.0,12.85,524,1016.0,492.0,93.9,1333056.0,4,XGBoost
P002758,Redmi Smart Power Banks 426X,mobiles,power banks,Mid (₹1.5k-5k),3.2,0,1156.0,1765.0,34.5,3175,2067.0,-1108.0,-34.9,3670300.0,5,XGBoost
P002759,Skybags Premium Wallets 416S,luggage & bags,wallets,Value (₹500-1.5k),4.0,1,666.0,1140.0,41.58,1104,2186.0,1082.0,98.0,735264.0,4,XGBoost
P002760,Luvlap Premium Toys 938Max,toys & baby products,toys,Value (₹500-1.5k),3.6,0,466.0,514.0,9.34,1648,1033.0,-615.0,-37.3,767968.0,4,XGBoost
P002761,Wildcraft Essential Suitcases 819,luggage & bags,suitcases,Value (₹500-1.5k),4.0,1,1201.0,1476.0,18.63,1364,1292.0,-72.0,-5.3,1638164.0,4,XGBoost
P002762,WOW Compact Personal Care Appliances 690Pro,beauty & health,personal care appliances,Budget (<₹500),4.7,1,227.0,249.0,8.84,5653,4184.0,-1469.0,-26.0,1283231.0,6,XGBoost
P002763,Cockatoo Heavy-Duty Sportswear 191Max,sports & fitness,sportswear,Premium (₹5k-20k),4.5,1,6288.0,7512.0,16.29,646,1460.0,814.0,126.0,4062048.0,4,XGBoost
P002764,Samsung Ultra Microwaves 429X,appliances,microwaves,Luxury (₹20k+),4.3,1,64776.0,72907.0,11.15,1551,1418.0,-133.0,-8.6,100467576.0,4,XGBoost
P002765,Zebronics Classic Speakers 874Max,electronics,speakers,Luxury (₹20k+),4.3,1,37519.0,40737.0,7.9,1802,1535.0,-267.0,-14.8,67609238.0,4,XGBoost
P002766,Skybags Wireless Suitcases 536S,luggage & bags,suitcases,Premium (₹5k-20k),4.1,1,5685.0,6158.0,7.68,823,798.0,-25.0,-3.0,4678755.0,4,XGBoost
P002767,Local Brand Everyday Staples 630,grocery & gourmet foods,staples,Budget (<₹500),3.9,0,138.0,151.0,8.61,3098,2197.0,-901.0,-29.1,427524.0,5,XGBoost
P002768,boAt Essential Speakers 370S,electronics,speakers,Mid (₹1.5k-5k),4.2,1,3947.0,4818.0,18.08,2158,2794.0,636.0,29.5,8517626.0,4,XGBoost
P002769,Truphe Deluxe Grills 532X,garden & outdoors,grills,Mid (₹1.5k-5k),3.7,0,3814.0,4014.0,4.98,290,241.0,-49.0,-16.9,1106060.0,4,XGBoost
P002770,Local Brand Portable Snacks 678Pro,grocery & gourmet foods,snacks,Value (₹500-1.5k),4.8,1,920.0,1053.0,12.63,1856,3038.0,1182.0,63.7,1707520.0,5,XGBoost
P002771,WOW Pro Haircare 391X,beauty & health,haircare,Value (₹500-1.5k),4.5,1,1191.0,1465.0,18.7,1948,3076.0,1128.0,57.9,2320068.0,4,XGBoost
P002772,boAt Smart Televisions 900,electronics,televisions,Luxury (₹20k+),3.4,0,21743.0,36616.0,40.62,901,1175.0,274.0,30.4,19590443.0,4,XGBoost
P002773,Milton Deluxe Furniture 386,home & kitchen,furniture,Budget (<₹500),4.4,1,144.0,182.0,20.88,9491,6471.0,-3020.0,-31.8,1366704.0,4,XGBoost
P002774,Garnier Everyday Haircare 445,beauty & health,haircare,Value (₹500-1.5k),4.1,1,617.0,704.0,12.36,2419,2224.0,-195.0,-8.1,1492523.0,4,XGBoost
P002775,Nivea Classic Haircare 509Pro,beauty & health,haircare,Mid (₹1.5k-5k),3.8,0,1820.0,4011.0,54.62,1168,1525.0,357.0,30.6,2125760.0,4,XGBoost
P002776,Chicco Compact Educational Games 725,toys & baby products,educational games,Budget (<₹500),3.2,0,291.0,317.0,8.2,1024,1248.0,224.0,21.9,297984.0,5,XGBoost
P002777,HRX Everyday Women'S Clothing 658Pro,fashion,women's clothing,Mid (₹1.5k-5k),4.0,1,3025.0,3653.0,17.19,3241,1950.0,-1291.0,-39.8,9804025.0,5,XGBoost
P002778,Levis Wireless Men'S Clothing 430,fashion,men's clothing,Mid (₹1.5k-5k),3.8,0,4670.0,4915.0,4.98,2391,1231.0,-1160.0,-48.5,11165970.0,5,XGBoost
P002779,GARDENIA Advanced Grills 234,garden & outdoors,grills,Premium (₹5k-20k),3.9,0,4676.0,6018.0,22.3,600,450.0,-150.0,-25.0,2805600.0,4,XGBoost
P002780,Samsonite Heavy-Duty Wallets 879,luggage & bags,wallets,Value (₹500-1.5k),3.0,0,639.0,1145.0,44.19,1180,1147.0,-33.0,-2.8,754020.0,4,XGBoost
P002781,Ptron Compact Televisions 297X,electronics,televisions,Mid (₹1.5k-5k),3.4,0,1341.0,1834.0,26.88,1890,1715.0,-175.0,-9.3,2534490.0,4,XGBoost
P002782,Classmate Classic Stationery 761,office products,stationery,Budget (<₹500),4.5,1,290.0,369.0,21.41,1591,1265.0,-326.0,-20.5,461390.0,4,XGBoost
P002783,Whirlpool Ultra Microwaves 413Max,appliances,microwaves,Premium (₹5k-20k),4.4,1,9794.0,11958.0,18.1,1168,1795.0,627.0,53.7,11439392.0,4,XGBoost
P002784,HP Heavy-Duty Keyboards & Mice 214,computers,keyboards & mice,Premium (₹5k-20k),3.1,0,10585.0,14422.0,26.61,738,758.0,20.0,2.7,7811730.0,6,XGBoost
P002785,boAt Ultra Televisions 440Pro,electronics,televisions,Luxury (₹20k+),4.2,1,15954.0,20334.0,21.54,2085,2092.0,7.0,0.3,33264090.0,4,XGBoost
P002786,Local Brand Essential Beverages 480Pro,grocery & gourmet foods,beverages,Mid (₹1.5k-5k),4.3,1,1764.0,1962.0,10.09,2047,1449.0,-598.0,-29.2,3610908.0,5,XGBoost
P002787,LEGO Deluxe Educational Games 230Pro,toys & baby products,educational games,Value (₹500-1.5k),4.0,1,481.0,641.0,24.96,3315,2434.0,-881.0,-26.6,1594515.0,5,XGBoost
P002788,Wildcraft Deluxe Wallets 121Pro,luggage & bags,wallets,Mid (₹1.5k-5k),4.3,1,2745.0,3142.0,12.64,799,1086.0,287.0,35.9,2193255.0,4,XGBoost
P002789,Juarez Premium Accessories 339S,music & instruments,accessories,Value (₹500-1.5k),3.9,0,758.0,1067.0,28.96,617,581.0,-36.0,-5.8,467686.0,4,XGBoost
P002790,Bosch Smart Lab Equipment 633X,industrial & scientific,lab equipment,Mid (₹1.5k-5k),4.3,1,2264.0,3936.0,42.48,1203,475.0,-728.0,-60.5,2723592.0,5,XGBoost
P002791,Kore Classic Cycling 572S,sports & fitness,cycling,Value (₹500-1.5k),4.3,1,1154.0,1399.0,17.51,1868,1994.0,126.0,6.7,2155672.0,4,XGBoost
P002792,HarperCollins Lightweight Academic 677Pro,books,academic,Budget (<₹500),3.1,0,142.0,199.0,28.64,1606,1038.0,-568.0,-35.4,228052.0,4,XGBoost
P002793,Michelin Heavy-Duty Bike Accessories 910S,car & motorbike,bike accessories,Budget (<₹500),4.2,1,87.0,146.0,40.41,2387,3059.0,672.0,28.2,207669.0,5,XGBoost
P002794,Nestle Eco-Friendly Snacks 208Pro,grocery & gourmet foods,snacks,Value (₹500-1.5k),3.0,0,462.0,832.0,44.47,1183,1181.0,-2.0,-0.2,546546.0,4,XGBoost
P002795,Lenovo Pro Storage Devices 214,computers,storage devices,Value (₹500-1.5k),3.9,0,561.0,641.0,12.48,2414,2005.0,-409.0,-16.9,1354254.0,5,XGBoost
P002796,Classmate Eco-Friendly Office Electronics 284,office products,office electronics,Value (₹500-1.5k),3.6,0,379.0,648.0,41.51,909,865.0,-44.0,-4.8,344511.0,5,XGBoost
P002797,Baybee Deluxe Toys 146S,toys & baby products,toys,Budget (<₹500),3.9,0,404.0,438.0,7.76,2508,1510.0,-998.0,-39.8,1013232.0,4,XGBoost
P002798,Nivea Heavy-Duty Skincare 379Pro,beauty & health,skincare,Mid (₹1.5k-5k),4.1,1,4086.0,4404.0,7.22,2084,1189.0,-895.0,-42.9,8515224.0,4,XGBoost
P002799,Fabindia Advanced Watches 265Max,fashion,watches,Value (₹500-1.5k),3.7,0,664.0,763.0,12.98,2147,2048.0,-99.0,-4.6,1425608.0,4,XGBoost
P002800,Wonderchef Classic Kitchen Storage 267Max,home & kitchen,kitchen storage,Luxury (₹20k+),4.0,1,19831.0,22406.0,11.49,861,962.0,101.0,11.7,17074491.0,5,XGBoost
