Unnamed: 0,name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,image,link
5561,Prestige Smart Furniture 144,home & kitchen,furniture,4.9,3102,"₹1,185","₹1,314",https://example-cdn.local/img/880052.jpg,https://example.local/product/453993
5562,American Tourister Smart Wallets 287Pro,luggage & bags,wallets,4.4,1909,"₹3,366","₹3,999",https://example-cdn.local/img/299825.jpg,https://example.local/product/404244
5563,WOW Advanced Skincare 120X,beauty & health,skincare,3.4,3544,₹53,₹109,https://example-cdn.local/img/214674.jpg,https://example.local/product/233204
5564,Local Brand Advanced Staples 946Max,grocery & gourmet foods,staples,4.3,4812,₹108,₹135,https://example-cdn.local/img/158356.jpg,https://example.local/product/574284
5565,Lakme Portable Makeup 364Max,beauty & health,makeup,3.9,4913,₹75,₹107,https://example-cdn.local/img/756978.jpg,https://example.local/product/481395
5566,Classmate Pro Stationery 971,office products,stationery,3.6,665,₹146,₹223,https://example-cdn.local/img/825282.jpg,https://example.local/product/173449
5567,Baybee Ultra Toys 808X,toys & baby products,toys,3.7,2364,₹348,₹387,https://example-cdn.local/img/669871.jpg,https://example.local/product/189014
5568,Lakme Essential Makeup 445S,beauty & health,makeup,3.0,1896,₹166,₹207,https://example-cdn.local/img/773158.jpg,https://example.local/product/714054
5569,BE SAVAGE Eco-Friendly Cycling 428,sports & fitness,cycling,4.7,1862,"₹1,700","₹2,262",https://example-cdn.local/img/495424.jpg,https://example.local/product/842252
5570,Strauss Portable Cycling 278Pro,sports & fitness,cycling,4.4,473,"₹13,337","₹15,212",https://example-cdn.local/img/702832.jpg,https://example.local/product/253768
5571,Realme Wireless Power Banks 122X,mobiles,power banks,4.4,10153,₹135,₹313,https://example-cdn.local/img/736653.jpg,https://example.local/product/310583
5572,24 Mantra Classic Snacks 286X,grocery & gourmet foods,snacks,3.1,1243,₹668,₹782,https://example-cdn.local/img/756481.jpg,https://example.local/product/711541
5573,Philips Pro Makeup 950,beauty & health,makeup,3.4,1507,₹330,₹387,https://example-cdn.local/img/337188.jpg,https://example.local/product/927508
5574,Casio Deluxe Storage & Organization 500Max,office products,storage & organization,4.4,914,"₹4,250","₹4,981",https://example-cdn.local/img/646753.jpg,https://example.local/product/880489
5575,Local Brand Smart Snacks 782Max,grocery & gourmet foods,snacks,4.6,1786,₹464,₹552,https://example-cdn.local/img/131841.jpg,https://example.local/product/848937
5576,Local Press Premium Non-Fiction 142,books,non-fiction,4.3,1929,₹130,₹244,https://example-cdn.local/img/386968.jpg,https://example.local/product/711222
5577,Penguin Heavy-Duty Children'S Books 724Pro,books,children's books,3.4,618,₹251,₹285,https://example-cdn.local/img/811256.jpg,https://example.local/product/690898
5578,Cheston Ultra Power Tools 964Max,home improvement,power tools,4.1,1088,₹526,₹778,https://example-cdn.local/img/559355.jpg,https://example.local/product/181089
5579,Spidy Moto Premium Bike Accessories 635S,car & motorbike,bike accessories,4.3,1184,"₹1,680","₹1,960",https://example-cdn.local/img/424218.jpg,https://example.local/product/782825
5580,Garnier Eco-Friendly Personal Care Appliances 565Max,beauty & health,personal care appliances,4.2,3083,"₹1,060","₹1,617",https://example-cdn.local/img/461444.jpg,https://example.local/product/711543
5581,Portronics Wireless Mobile Accessories 928Pro,mobiles,mobile accessories,4.7,24567,₹418,₹822,https://example-cdn.local/img/563687.jpg,https://example.local/product/547570
5582,Wildcraft Classic Wallets 646,luggage & bags,wallets,4.0,2044,"₹1,438","₹1,498",https://example-cdn.local/img/233210.jpg,https://example.local/product/270440
5583,24 Mantra Everyday Beverages 213X,grocery & gourmet foods,beverages,3.7,3408,₹47,₹62,https://example-cdn.local/img/119811.jpg,https://example.local/product/538084
5584,24 Mantra Everyday Staples 375,grocery & gourmet foods,staples,3.4,2882,₹117,₹159,https://example-cdn.local/img/416212.jpg,https://example.local/product/909617
5585,iBell Smart Power Tools 151S,home improvement,power tools,3.9,615,"₹1,388","₹1,666",https://example-cdn.local/img/488523.jpg,https://example.local/product/571049
5586,Redmi Compact Power Banks 650S,mobiles,power banks,3.1,4041,₹606,₹751,https://example-cdn.local/img/169987.jpg,https://example.local/product/909439
5587,Penguin Lightweight Non-Fiction 571Pro,books,non-fiction,4.3,2290,₹384,₹683,https://example-cdn.local/img/644307.jpg,https://example.local/product/978885
5588,Dell Advanced Monitors 995S,computers,monitors,4.4,1766,"₹91,791","₹106,035",https://example-cdn.local/img/495598.jpg,https://example.local/product/866968
5589,Dove Premium Makeup 238Pro,beauty & health,makeup,3.7,1999,"₹2,202","₹2,715",https://example-cdn.local/img/775724.jpg,https://example.local/product/739217
5590,Nike Heavy-Duty Yoga 644Max,sports & fitness,yoga,3.4,1748,₹501,₹801,https://example-cdn.local/img/113529.jpg,https://example.local/product/502032
5591,Zebronics Compact Speakers 190X,electronics,speakers,3.7,1524,"₹3,814","₹4,808",https://example-cdn.local/img/819028.jpg,https://example.local/product/532780
5592,JBL Premium Headphones 838Max,electronics,headphones,4.3,4289,"₹9,604","₹12,822",https://example-cdn.local/img/290927.jpg,https://example.local/product/609615
5593,Lloyd Classic Refrigerators 548X,appliances,refrigerators,3.5,870,"₹4,285","₹5,372",https://example-cdn.local/img/666108.jpg,https://example.local/product/118500
5594,Cheston Classic Paint Supplies 627,home improvement,paint supplies,3.8,882,₹267,₹286,https://example-cdn.local/img/871577.jpg,https://example.local/product/522165
5595,Levis Eco-Friendly Footwear 271Pro,fashion,footwear,4.9,10141,"₹1,093","₹1,417",https://example-cdn.local/img/382533.jpg,https://example.local/product/952276
5596,Pigeon Advanced Home Decor 870X,home & kitchen,home decor,4.2,1700,"₹4,571","₹6,712",https://example-cdn.local/img/252979.jpg,https://example.local/product/967148
5597,Truphe Ultra Outdoor Furniture 765S,garden & outdoors,outdoor furniture,3.4,527,"₹1,100","₹1,541",https://example-cdn.local/img/591989.jpg,https://example.local/product/520157
5598,Redmi Essential Power Banks 913X,mobiles,power banks,3.4,2222,"₹6,536","₹10,419",https://example-cdn.local/img/818068.jpg,https://example.local/product/809583
5599,Fastrack Advanced Watch Accessories 702S,watches,watch accessories,4.2,3366,₹615,₹789,https://example-cdn.local/img/117297.jpg,https://example.local/product/442404
5600,BE SAVAGE Heavy-Duty Gym Equipment 333Pro,sports & fitness,gym equipment,4.6,2361,"₹1,267","₹1,548",https://example-cdn.local/img/489898.jpg,https://example.local/product/323926
5601,HRX Classic Women'S Clothing 419Pro,fashion,women's clothing,4.5,5159,"₹1,025","₹1,098",https://example-cdn.local/img/778622.jpg,https://example.local/product/167829
5602,Casio Wireless Storage & Organization 258,office products,storage & organization,4.8,4166,₹30,₹57,https://example-cdn.local/img/772655.jpg,https://example.local/product/722523
5603,Lloyd Everyday Refrigerators 412S,appliances,refrigerators,4.6,2304,"₹14,027","₹16,902",https://example-cdn.local/img/803435.jpg,https://example.local/product/373504
5604,JBL Lightweight Speakers 840Max,electronics,speakers,4.0,5090,"₹3,275","₹5,834",https://example-cdn.local/img/697950.jpg,https://example.local/product/592567
5605,Noise Wireless Smart Watches 590,electronics,smart watches,3.8,827,"₹32,357","₹37,370",https://example-cdn.local/img/969888.jpg,https://example.local/product/624241
5606,Portronics Compact Mobile Accessories 856X,mobiles,mobile accessories,4.3,4423,"₹1,878","₹2,506",https://example-cdn.local/img/932511.jpg,https://example.local/product/296407
5607,Cheston Heavy-Duty Power Tools 104X,home improvement,power tools,3.1,634,₹293,₹415,https://example-cdn.local/img/925602.jpg,https://example.local/product/275600
5608,Wonderchef Advanced Kitchen Storage 354Max,home & kitchen,kitchen storage,5.0,6608,₹406,₹540,https://example-cdn.local/img/360345.jpg,https://example.local/product/363414
5609,Sony Essential Headphones 264Max,electronics,headphones,3.7,3805,"₹3,252","₹5,202",https://example-cdn.local/img/865092.jpg,https://example.local/product/387176
5610,Lloyd Eco-Friendly Air Conditioners 886Max,appliances,air conditioners,4.2,1015,"₹4,409","₹4,741",https://example-cdn.local/img/563503.jpg,https://example.local/product/942353
5611,Voltas Pro Refrigerators 360Max,appliances,refrigerators,4.6,2401,"₹3,867","₹3,983",https://example-cdn.local/img/364495.jpg,https://example.local/product/978488
5612,Generic Wireless Lab Equipment 604Max,industrial & scientific,lab equipment,3.0,51,"₹10,047","₹11,041",https://example-cdn.local/img/555920.jpg,https://example.local/product/191567
5613,Mamaearth Heavy-Duty Haircare 350,beauty & health,haircare,3.5,1442,₹152,₹160,https://example-cdn.local/img/277649.jpg,https://example.local/product/785064
5614,HarperCollins Premium Children'S Books 455X,books,children's books,3.9,1177,₹744,₹947,https://example-cdn.local/img/897929.jpg,https://example.local/product/481530
5615,Garnier Deluxe Personal Care Appliances 175Pro,beauty & health,personal care appliances,4.5,5610,₹770,₹999,https://example-cdn.local/img/111358.jpg,https://example.local/product/400666
5616,Tommy Hilfiger Heavy-Duty Watches 656,fashion,watches,3.8,3073,"₹3,842","₹5,166",https://example-cdn.local/img/216343.jpg,https://example.local/product/850375
5617,Apple Essential Smartphones 137S,mobiles,smartphones,5.0,6705,"₹1,482","₹1,602",https://example-cdn.local/img/812689.jpg,https://example.local/product/942085
5618,Realme Advanced Mobile Accessories 656Pro,mobiles,mobile accessories,3.3,544,"₹52,970","₹62,416",https://example-cdn.local/img/300981.jpg,https://example.local/product/791023
5619,Nirlon Heavy-Duty Home Decor 573Pro,home & kitchen,home decor,3.4,756,₹674,₹737,https://example-cdn.local/img/184010.jpg,https://example.local/product/231383
5620,WOW Advanced Makeup 970Max,beauty & health,makeup,3.4,2129,₹151,₹225,https://example-cdn.local/img/752808.jpg,https://example.local/product/592879
5621,Voltas Heavy-Duty Air Conditioners 110,appliances,air conditioners,4.1,1592,"₹20,544","₹33,488",https://example-cdn.local/img/391683.jpg,https://example.local/product/734879
5622,AutoFurnish Essential Car Accessories 682Max,car & motorbike,car accessories,4.7,3259,₹96,₹140,https://example-cdn.local/img/390415.jpg,https://example.local/product/987078
5623,Local Press Heavy-Duty Academic 613Pro,books,academic,3.0,432,₹550,₹781,https://example-cdn.local/img/192582.jpg,https://example.local/product/716361
5624,Lloyd Compact Refrigerators 255X,appliances,refrigerators,4.5,2307,"₹11,209","₹15,136",https://example-cdn.local/img/896145.jpg,https://example.local/product/835504
5625,Amazon Basics Compact Furniture 196S,home & kitchen,furniture,4.0,1675,"₹5,948","₹8,757",https://example-cdn.local/img/897303.jpg,https://example.local/product/331960
5626,Ambrane Compact Mobile Accessories 479,mobiles,mobile accessories,4.1,8312,₹177,₹409,https://example-cdn.local/img/512938.jpg,https://example.local/product/419521
5627,3M Essential Bike Accessories 279,car & motorbike,bike accessories,3.8,937,₹859,"₹1,316",https://example-cdn.local/img/772646.jpg,https://example.local/product/580939
5628,Truphe Essential Outdoor Furniture 456S,garden & outdoors,outdoor furniture,3.6,358,"₹1,891","₹2,142",https://example-cdn.local/img/121929.jpg,https://example.local/product/964491
5629,Nestle Ultra Staples 306Pro,grocery & gourmet foods,staples,3.8,3175,₹56,₹62,https://example-cdn.local/img/811397.jpg,https://example.local/product/487631
5630,Garnier Lightweight Personal Care Appliances 267X,beauty & health,personal care appliances,3.9,644,"₹1,911","₹2,325",https://example-cdn.local/img/367853.jpg,https://example.local/product/878145
5631,Kore Classic Yoga 490Pro,sports & fitness,yoga,4.0,1650,"₹1,892","₹2,798",https://example-cdn.local/img/399243.jpg,https://example.local/product/763744
5632,Pigeon Eco-Friendly Cookware 945Pro,home & kitchen,cookware,5.0,4323,₹775,₹915,https://example-cdn.local/img/181905.jpg,https://example.local/product/755215
5633,24 Mantra Everyday Organic Foods 825,grocery & gourmet foods,organic foods,3.9,1971,"₹1,243","₹2,197",https://example-cdn.local/img/993887.jpg,https://example.local/product/709227
5634,WOW Portable Personal Care Appliances 245S,beauty & health,personal care appliances,4.1,2122,"₹1,274","₹1,518",https://example-cdn.local/img/438030.jpg,https://example.local/product/504928
5635,Local Press Deluxe Children'S Books 357,books,children's books,3.9,2536,₹83,₹120,https://example-cdn.local/img/285372.jpg,https://example.local/product/601443
5636,24 Mantra Smart Staples 175X,grocery & gourmet foods,staples,3.5,1061,₹585,"₹1,098",https://example-cdn.local/img/421989.jpg,https://example.local/product/105151
5637,Mamaearth Compact Skincare 368S,beauty & health,skincare,3.6,3763,₹79,₹125,https://example-cdn.local/img/344803.jpg,https://example.local/product/580320
5638,Juarez Premium Accessories 424Max,music & instruments,accessories,4.0,1025,₹726,"₹1,017",https://example-cdn.local/img/871554.jpg,https://example.local/product/270987
5639,LEGO Essential Infant Wear 342Max,toys & baby products,infant wear,3.9,6494,₹102,₹180,https://example-cdn.local/img/500468.jpg,https://example.local/product/485812
5640,Fastrack Portable Analog Watches 884Max,watches,analog watches,4.3,2619,₹440,₹534,https://example-cdn.local/img/568254.jpg,https://example.local/product/219070
5641,Cockatoo Wireless Gym Equipment 175X,sports & fitness,gym equipment,4.6,2873,"₹2,800","₹3,870",https://example-cdn.local/img/196657.jpg,https://example.local/product/844853
5642,24 Mantra Premium Snacks 383Max,grocery & gourmet foods,snacks,3.4,1851,₹104,₹143,https://example-cdn.local/img/317594.jpg,https://example.local/product/399195
5643,Rupa Publications Pro Fiction 673,books,fiction,3.9,826,₹126,₹146,https://example-cdn.local/img/349147.jpg,https://example.local/product/189760
5644,Samsonite Eco-Friendly Suitcases 260S,luggage & bags,suitcases,4.5,2922,"₹1,483","₹1,941",https://example-cdn.local/img/459184.jpg,https://example.local/product/915041
5645,OnePlus Advanced Smartphones 333Max,mobiles,smartphones,3.9,5696,"₹12,480","₹15,727",https://example-cdn.local/img/265711.jpg,https://example.local/product/123517
5646,Apple Compact Mobile Accessories 475Pro,mobiles,mobile accessories,4.4,8095,"₹16,043","₹26,857",https://example-cdn.local/img/224069.jpg,https://example.local/product/244514
5647,OnePlus Advanced Cases & Covers 930S,mobiles,cases & covers,5.0,20403,₹236,₹315,https://example-cdn.local/img/127787.jpg,https://example.local/product/157904
5648,Skybags Ultra Wallets 685X,luggage & bags,wallets,3.9,724,"₹1,004","₹1,301",https://example-cdn.local/img/667497.jpg,https://example.local/product/274418
5649,Apple Heavy-Duty Smartphones 632Pro,mobiles,smartphones,3.1,2907,₹594,"₹1,353",https://example-cdn.local/img/719973.jpg,https://example.local/product/758950
5650,Mothercare Pro Infant Wear 605Pro,toys & baby products,infant wear,4.2,1687,"₹3,681","₹3,961",https://example-cdn.local/img/846433.jpg,https://example.local/product/127052
5651,Tata Ultra Snacks 527Max,grocery & gourmet foods,snacks,3.9,2388,₹92,₹108,https://example-cdn.local/img/826323.jpg,https://example.local/product/566531
5652,Samsung Everyday Power Banks 333Max,mobiles,power banks,4.0,4170,₹886,"₹1,579",https://example-cdn.local/img/779383.jpg,https://example.local/product/795408
5653,Classmate Essential Stationery 329Max,office products,stationery,3.9,1389,₹131,₹200,https://example-cdn.local/img/971819.jpg,https://example.local/product/135079
5654,Lloyd Heavy-Duty Washing Machines 711S,appliances,washing machines,4.3,996,"₹45,868","₹69,534",https://example-cdn.local/img/296391.jpg,https://example.local/product/106093
5655,Zebronics Eco-Friendly Smart Watches 724,electronics,smart watches,4.0,3853,"₹1,174","₹1,270",https://example-cdn.local/img/851146.jpg,https://example.local/product/197336
5656,3M Pro Bike Accessories 818X,car & motorbike,bike accessories,2.3,315,₹184,₹237,https://example-cdn.local/img/581235.jpg,https://example.local/product/299044
5657,Local Brand Portable Organic Foods 395Pro,grocery & gourmet foods,organic foods,4.2,4906,₹96,₹132,https://example-cdn.local/img/744713.jpg,https://example.local/product/149182
5658,Roadster Eco-Friendly Footwear 196X,fashion,footwear,4.3,3262,₹322,₹544,https://example-cdn.local/img/853293.jpg,https://example.local/product/854719
5659,Rupa Publications Advanced Children'S Books 581S,books,children's books,3.9,481,"₹1,255","₹1,572",https://example-cdn.local/img/398321.jpg,https://example.local/product/312827
5660,Baybee Eco-Friendly Baby Care 307Pro,toys & baby products,baby care,4.1,1078,"₹1,147","₹1,360",https://example-cdn.local/img/432883.jpg,https://example.local/product/338144
5661,Samsonite Pro Suitcases 511S,luggage & bags,suitcases,3.6,1272,"₹3,932","₹5,243",https://example-cdn.local/img/940414.jpg,https://example.local/product/483739
5662,Sonata Lightweight Watch Accessories 140S,watches,watch accessories,3.7,330,"₹25,741","₹28,642",https://example-cdn.local/img/248135.jpg,https://example.local/product/313641
5663,Ambrane Smart Cases & Covers 288S,mobiles,cases & covers,4.1,3262,₹486,"₹1,308",https://example-cdn.local/img/534119.jpg,https://example.local/product/466537
5664,Funskool Premium Educational Games 393Max,toys & baby products,educational games,3.0,1083,₹205,₹222,https://example-cdn.local/img/498362.jpg,https://example.local/product/574083
5665,Funskool Eco-Friendly Toys 438Max,toys & baby products,toys,3.8,1268,"₹1,793","₹2,708",https://example-cdn.local/img/188711.jpg,https://example.local/product/303723
5666,AutoFurnish Advanced Bike Accessories 994X,car & motorbike,bike accessories,4.2,711,"₹5,759","₹6,944",https://example-cdn.local/img/827287.jpg,https://example.local/product/101206
5667,WOW Everyday Skincare 512X,beauty & health,skincare,4.0,2390,₹817,"₹1,482",https://example-cdn.local/img/331835.jpg,https://example.local/product/739580
5668,Zebronics Everyday Headphones 636Max,electronics,headphones,3.3,518,"₹15,277","₹17,967",https://example-cdn.local/img/140836.jpg,https://example.local/product/209762
5669,boAt Ultra Headphones 425X,electronics,headphones,3.4,6265,₹445,₹550,https://example-cdn.local/img/443204.jpg,https://example.local/product/698937
5670,Wildcraft Compact Backpacks 951S,luggage & bags,backpacks,4.1,2809,₹422,₹482,https://example-cdn.local/img/358427.jpg,https://example.local/product/979765
5671,Local Brand Lightweight Beverages 166X,grocery & gourmet foods,beverages,3.3,296,"₹2,000","₹2,136",https://example-cdn.local/img/546900.jpg,https://example.local/product/790281
5672,Lakme Compact Haircare 138Pro,beauty & health,haircare,5.0,5901,₹351,₹440,https://example-cdn.local/img/511691.jpg,https://example.local/product/948606
5673,WOW Heavy-Duty Haircare 693Max,beauty & health,haircare,4.0,1777,₹100,₹104,https://example-cdn.local/img/436211.jpg,https://example.local/product/561563
5674,Redwolf Eco-Friendly Men'S Clothing 995X,fashion,men's clothing,3.5,1390,₹693,₹791,https://example-cdn.local/img/922548.jpg,https://example.local/product/378607
5675,Decathlon Compact Cycling 220Pro,sports & fitness,cycling,4.9,3339,"₹7,055","₹8,867",https://example-cdn.local/img/434729.jpg,https://example.local/product/436970
5676,Fastrack Eco-Friendly Smart Watches 660,watches,smart watches,3.9,465,"₹29,577","₹30,803",https://example-cdn.local/img/566018.jpg,https://example.local/product/966008
5677,Cello Pro Stationery 435Pro,office products,stationery,3.6,551,₹484,₹653,https://example-cdn.local/img/315215.jpg,https://example.local/product/734216
5678,Noise Deluxe Headphones 154,electronics,headphones,4.0,3109,₹943,"₹1,156",https://example-cdn.local/img/646922.jpg,https://example.local/product/689378
5679,Classmate Advanced Stationery 739X,office products,stationery,5.0,4344,₹61,₹120,https://example-cdn.local/img/420875.jpg,https://example.local/product/515121
5680,Lenovo Smart Keyboards & Mice 959,computers,keyboards & mice,4.4,1724,"₹2,937","₹3,478",https://example-cdn.local/img/605472.jpg,https://example.local/product/988847
5681,24 Mantra Portable Beverages 861,grocery & gourmet foods,beverages,4.3,1335,"₹1,538","₹1,979",https://example-cdn.local/img/490299.jpg,https://example.local/product/708730
5682,Local Brand Lightweight Staples 105X,grocery & gourmet foods,staples,4.3,3537,₹349,₹426,https://example-cdn.local/img/324386.jpg,https://example.local/product/127538
5683,Prestige Essential Kitchen Storage 354Pro,home & kitchen,kitchen storage,3.7,1859,"₹1,321","₹1,522",https://example-cdn.local/img/714266.jpg,https://example.local/product/186620
5684,Yamaha Everyday Guitars 860,music & instruments,guitars,4.3,801,"₹1,378","₹1,616",https://example-cdn.local/img/326585.jpg,https://example.local/product/539816
5685,Fisher-Price Smart Baby Care 378Pro,toys & baby products,baby care,3.6,1759,₹741,₹885,https://example-cdn.local/img/500753.jpg,https://example.local/product/298364
5686,Lloyd Portable Refrigerators 105X,appliances,refrigerators,3.1,1176,"₹8,581","₹16,921",https://example-cdn.local/img/195660.jpg,https://example.local/product/821043
5687,Sony Lightweight Smart Watches 252Pro,electronics,smart watches,4.1,3605,₹820,"₹1,103",https://example-cdn.local/img/898494.jpg,https://example.local/product/696236
5688,Nivea Premium Makeup 889Max,beauty & health,makeup,4.4,3407,"₹1,593","₹1,676",https://example-cdn.local/img/303919.jpg,https://example.local/product/809890
5689,Apple Advanced Smartphones 286S,mobiles,smartphones,3.5,6676,₹663,₹835,https://example-cdn.local/img/899144.jpg,https://example.local/product/512176
5690,Zebronics Advanced Headphones 840,electronics,headphones,4.4,775,"₹20,511","₹22,732",https://example-cdn.local/img/608992.jpg,https://example.local/product/362887
5691,Nike Lightweight Gym Equipment 663Max,sports & fitness,gym equipment,3.8,1660,₹187,₹222,https://example-cdn.local/img/889903.jpg,https://example.local/product/833797
5692,HRX Essential Men'S Clothing 150S,fashion,men's clothing,4.7,6033,₹646,"₹1,127",https://example-cdn.local/img/133749.jpg,https://example.local/product/819921
5693,Kadence Portable Accessories 568S,music & instruments,accessories,2.5,115,"₹1,396","₹1,883",https://example-cdn.local/img/502169.jpg,https://example.local/product/910450
5694,Voltas Pro Washing Machines 224Pro,appliances,washing machines,3.5,671,"₹24,006","₹40,317",https://example-cdn.local/img/621937.jpg,https://example.local/product/841452
5695,HarperCollins Lightweight Children'S Books 958,books,children's books,3.5,857,₹65,₹103,https://example-cdn.local/img/187013.jpg,https://example.local/product/500376
5696,Tata Compact Staples 101Max,grocery & gourmet foods,staples,3.9,3187,₹87,₹128,https://example-cdn.local/img/389986.jpg,https://example.local/product/961315
5697,Basil Essential Pet Grooming 619Pro,pet supplies,pet grooming,4.8,1819,₹298,₹357,https://example-cdn.local/img/822652.jpg,https://example.local/product/454084
5698,Funskool Lightweight Educational Games 150,toys & baby products,educational games,3.5,1394,₹157,₹170,https://example-cdn.local/img/372596.jpg,https://example.local/product/913145
5699,24 Mantra Premium Snacks 732Max,grocery & gourmet foods,snacks,4.7,1447,"₹1,100","₹1,464",https://example-cdn.local/img/748519.jpg,https://example.local/product/989075
5700,Carrier Ultra Microwaves 849S,appliances,microwaves,4.5,3170,"₹12,732","₹18,780",https://example-cdn.local/img/235755.jpg,https://example.local/product/569377
5701,Casio Everyday Analog Watches 572Max,watches,analog watches,3.9,1497,"₹2,222","₹2,691",https://example-cdn.local/img/538605.jpg,https://example.local/product/566315
5702,iBell Lightweight Hand Tools 477S,home improvement,hand tools,4.2,555,₹527,₹592,https://example-cdn.local/img/345862.jpg,https://example.local/product/603948
5703,Tommy Hilfiger Wireless Watches 870Max,fashion,watches,4.2,2415,"₹1,354","₹1,500",https://example-cdn.local/img/449631.jpg,https://example.local/product/474486
5704,Funskool Deluxe Infant Wear 603S,toys & baby products,infant wear,4.4,2519,"₹3,040","₹3,801",https://example-cdn.local/img/992539.jpg,https://example.local/product/139041
5705,Mothercare Essential Toys 435Max,toys & baby products,toys,5.0,14230,₹86,₹105,https://example-cdn.local/img/328655.jpg,https://example.local/product/778446
5706,Zebronics Wireless Storage Devices 778X,computers,storage devices,3.6,460,"₹25,177","₹40,003",https://example-cdn.local/img/161145.jpg,https://example.local/product/299524
5707,Bose Heavy-Duty Smart Watches 869S,electronics,smart watches,3.3,2739,"₹3,798","₹5,229",https://example-cdn.local/img/308492.jpg,https://example.local/product/604000
5708,GARDENIA Lightweight Gardening Tools 591Pro,garden & outdoors,gardening tools,3.6,260,"₹2,031","₹2,305",https://example-cdn.local/img/766120.jpg,https://example.local/product/374648
5709,HarperCollins Deluxe Fiction 917Max,books,fiction,3.4,1716,₹103,₹122,https://example-cdn.local/img/185339.jpg,https://example.local/product/508948
5710,Ambrane Ultra Power Banks 634Max,mobiles,power banks,3.9,3722,"₹7,198","₹9,817",https://example-cdn.local/img/260872.jpg,https://example.local/product/428196
5711,Redwolf Wireless Women'S Clothing 298Pro,fashion,women's clothing,4.0,1499,"₹2,651","₹3,865",https://example-cdn.local/img/534326.jpg,https://example.local/product/405326
5712,Mothercare Essential Educational Games 982Pro,toys & baby products,educational games,4.3,6387,₹170,₹235,https://example-cdn.local/img/697983.jpg,https://example.local/product/212351
5713,Yamaha Classic Keyboards 602X,music & instruments,keyboards,3.2,293,"₹19,135","₹27,225",https://example-cdn.local/img/128357.jpg,https://example.local/product/971964
5714,Cheston Wireless Power Tools 387S,home improvement,power tools,4.8,2075,₹731,₹795,https://example-cdn.local/img/964911.jpg,https://example.local/product/836007
5715,Cheston Classic Power Tools 403S,home improvement,power tools,3.2,495,"₹3,079","₹3,770",https://example-cdn.local/img/558296.jpg,https://example.local/product/420482
5716,HRX Ultra Women'S Clothing 605S,fashion,women's clothing,4.5,7269,₹218,₹239,https://example-cdn.local/img/936980.jpg,https://example.local/product/816786
5717,Local Brand Classic Staples 763X,grocery & gourmet foods,staples,4.2,2039,₹419,₹450,https://example-cdn.local/img/740373.jpg,https://example.local/product/650747
5718,Cockatoo Premium Yoga 698Pro,sports & fitness,yoga,4.8,1824,"₹8,757","₹10,658",https://example-cdn.local/img/373894.jpg,https://example.local/product/380292
5719,3M Classic Bike Accessories 133S,car & motorbike,bike accessories,3.8,1637,₹107,₹134,https://example-cdn.local/img/540010.jpg,https://example.local/product/814880
5720,24 Mantra Deluxe Snacks 274Pro,grocery & gourmet foods,snacks,4.1,3106,₹94,₹140,https://example-cdn.local/img/966735.jpg,https://example.local/product/549443
5721,Ambrane Deluxe Cases & Covers 486S,mobiles,cases & covers,4.1,2527,"₹32,403","₹42,400",https://example-cdn.local/img/360268.jpg,https://example.local/product/681539
5722,Portronics Portable Mobile Accessories 587Max,mobiles,mobile accessories,3.3,1888,"₹4,550","₹6,097",https://example-cdn.local/img/861195.jpg,https://example.local/product/365753
5723,Fastrack Everyday Analog Watches 262Max,watches,analog watches,5.0,3425,₹362,₹585,https://example-cdn.local/img/186953.jpg,https://example.local/product/303674
5724,Local Brand Pro Snacks 134Max,grocery & gourmet foods,snacks,4.1,4218,₹69,₹81,https://example-cdn.local/img/937659.jpg,https://example.local/product/260173
5725,Spidy Moto Compact Car Care 925X,car & motorbike,car care,3.7,996,₹53,₹119,https://example-cdn.local/img/326119.jpg,https://example.local/product/686566
5726,Noise Ultra Smart Watches 664S,electronics,smart watches,3.5,2341,"₹3,588","₹5,287",https://example-cdn.local/img/818357.jpg,https://example.local/product/557201
5727,Fossil Pro Watches 338Pro,fashion,watches,4.7,3220,"₹6,664","₹7,458",https://example-cdn.local/img/584113.jpg,https://example.local/product/998508
5728,24 Mantra Everyday Staples 636,grocery & gourmet foods,staples,3.9,1444,"₹1,097","₹2,331",https://example-cdn.local/img/523083.jpg,https://example.local/product/592490
5729,Local Brand Everyday Staples 333Pro,grocery & gourmet foods,staples,3.8,1427,₹402,₹583,https://example-cdn.local/img/362692.jpg,https://example.local/product/896307
5730,Tommy Hilfiger Everyday Men'S Clothing 874,fashion,men's clothing,3.6,1125,"₹3,749","₹4,281",https://example-cdn.local/img/244523.jpg,https://example.local/product/132982
5731,Cello Classic Kitchen Storage 409S,home & kitchen,kitchen storage,4.1,2871,₹417,₹692,https://example-cdn.local/img/173361.jpg,https://example.local/product/132571
5732,HP Heavy-Duty Storage Devices 613Pro,computers,storage devices,4.1,2835,₹955,"₹1,025",https://example-cdn.local/img/508546.jpg,https://example.local/product/709072
5733,HarperCollins Smart Fiction 241,books,fiction,3.8,1631,₹241,₹257,https://example-cdn.local/img/263847.jpg,https://example.local/product/204692
5734,Roadster Ultra Footwear 213S,fashion,footwear,5.0,4110,"₹3,336","₹4,217",https://example-cdn.local/img/780790.jpg,https://example.local/product/971111
5735,24 Mantra Lightweight Staples 794X,grocery & gourmet foods,staples,4.6,6830,₹670,₹872,https://example-cdn.local/img/145896.jpg,https://example.local/product/963771
